"","X","Decibel Level","Neighborhood","Type","Municipality"
"1993",73,46.8927350481972,"Flagami","Suburban","Miami"
"1994",74,50.1128038462251,"Flagami","Suburban","Miami"
"1995",75,50.9356626229361,"Flagami","Suburban","Miami"
"1996",76,50.8160364042968,"Flagami","Suburban","Miami"
"1997",77,49.7988995868713,"Flagami","Suburban","Miami"
"1998",78,55.0229195239022,"Flagami","Suburban","Miami"
"1999",79,64.1824295824394,"Flagami","Suburban","Miami"
"2000",80,51.3009045327082,"Flagami","Suburban","Miami"
"2001",81,52.1189616570249,"Flagami","Suburban","Miami"
"2002",82,44.8783055264503,"Flagami","Suburban","Miami"
"2003",83,50.1517494089901,"Flagami","Suburban","Miami"
"2004",84,53.3705175478011,"Flagami","Suburban","Miami"
"2005",85,50.8223308619112,"Flagami","Suburban","Miami"
"2006",86,45.3572409667075,"Flagami","Suburban","Miami"
"2007",87,53.4847883744165,"Flagami","Suburban","Miami"
"2008",88,61.1191993892193,"Flagami","Suburban","Miami"
"2009",89,53.6440323192626,"Flagami","Suburban","Miami"
"2010",90,49.3349623920396,"Flagami","Suburban","Miami"
"2011",91,54.8284863289446,"Flagami","Suburban","Miami"
"2012",92,45.5927782615647,"Flagami","Suburban","Miami"
"2013",93,51.0688922671601,"Flagami","Suburban","Miami"
"2014",94,51.2211479566991,"Flagami","Suburban","Miami"
"2015",95,46.3776519736275,"Flagami","Suburban","Miami"
"2016",96,48.1262068940327,"Flagami","Suburban","Miami"
"2017",97,56.3755819555372,"Flagami","Suburban","Miami"
"2018",98,50.8895041277632,"Flagami","Suburban","Miami"
"2019",99,53.6505686413497,"Flagami","Suburban","Miami"
"2020",100,47.9335715562105,"Flagami","Suburban","Miami"
"2021",101,49.5829726388678,"Flagami","Suburban","Miami"
"2022",102,60.3154706316069,"Flagami","Suburban","Miami"
"2023",103,60.3321793241426,"Flagami","Suburban","Miami"
"2024",104,43.683528386429,"Flagami","Suburban","Miami"
"2025",105,53.0363981815055,"Flagami","Suburban","Miami"
"2026",106,53.2518310893327,"Flagami","Suburban","Miami"
"2027",107,46.8154997931793,"Flagami","Suburban","Miami"
"2028",108,53.1423388110474,"Flagami","Suburban","Miami"
"2029",109,51.5590062664822,"Flagami","Suburban","Miami"
"2030",110,51.7464135048911,"Flagami","Suburban","Miami"
"2031",111,51.40049492158,"Flagami","Suburban","Miami"
"2032",112,55.3452017972246,"Flagami","Suburban","Miami"
"2033",113,55.5215696910396,"Flagami","Suburban","Miami"
"2034",114,52.8647614819929,"Flagami","Suburban","Miami"
"2035",115,52.1975126681849,"Flagami","Suburban","Miami"
"2036",116,52.5232528639957,"Flagami","Suburban","Miami"
"2037",117,45.8798008719459,"Flagami","Suburban","Miami"
"2038",118,47.5337414877489,"Flagami","Suburban","Miami"
"2039",119,50.0305586729199,"Flagami","Suburban","Miami"
"2040",120,64.043737012893,"Flagami","Suburban","Miami"
"2041",121,60.7861145408824,"Flagami","Suburban","Miami"
"2042",122,45.9388539647683,"Flagami","Suburban","Miami"
"2043",123,50.6110751852393,"Flagami","Suburban","Miami"
"2044",124,47.4817060302943,"Flagami","Suburban","Miami"
"2045",125,54.1525720573962,"Flagami","Suburban","Miami"
"2046",126,51.9187457347289,"Flagami","Suburban","Miami"
"2047",127,57.349704535678,"Flagami","Suburban","Miami"
"2048",128,48.7581054247916,"Flagami","Suburban","Miami"
"2049",129,50.5530716110021,"Flagami","Suburban","Miami"
"2050",130,46.9195454591885,"Flagami","Suburban","Miami"
"2051",131,49.4651666196063,"Flagami","Suburban","Miami"
"2052",132,51.9382739728317,"Flagami","Suburban","Miami"
"2053",133,50.409171093069,"Flagami","Suburban","Miami"
"2054",134,51.2903797864914,"Flagami","Suburban","Miami"
"2055",135,50.9715359976515,"Flagami","Suburban","Miami"
"2056",136,49.7321587173268,"Flagami","Suburban","Miami"
"2057",137,55.5783969074488,"Flagami","Suburban","Miami"
"2058",138,51.5091599836946,"Flagami","Suburban","Miami"
"2059",139,51.5711240258068,"Flagami","Suburban","Miami"
"2060",140,52.5019189396873,"Flagami","Suburban","Miami"
"2061",141,61.530616056174,"Flagami","Suburban","Miami"
"2062",142,59.086057337001,"Flagami","Suburban","Miami"
"2063",143,62.5510222982615,"Flagami","Suburban","Miami"
"2064",144,52.2961773656309,"Flagami","Suburban","Miami"
"2065",145,52.471035245806,"Flagami","Suburban","Miami"
"2066",146,66.6511108852923,"Flagami","Suburban","Miami"
"2067",147,52.186550934054,"Flagami","Suburban","Miami"
"2068",148,53.9419510181993,"Flagami","Suburban","Miami"
"2069",149,50.6032710751519,"Flagami","Suburban","Miami"
"2070",150,50.2210959844291,"Flagami","Suburban","Miami"
"2071",151,48.748884768784,"Flagami","Suburban","Miami"
"2072",152,49.9874341670424,"Flagami","Suburban","Miami"
"2073",153,60.1146347858012,"Flagami","Suburban","Miami"
"2074",154,52.2881348729134,"Flagami","Suburban","Miami"
"2075",155,49.6876608576626,"Flagami","Suburban","Miami"
"2076",156,50.7615783212706,"Flagami","Suburban","Miami"
"2077",157,48.9689849657938,"Flagami","Suburban","Miami"
"2078",158,44.4233039340004,"Flagami","Suburban","Miami"
"2079",159,50.2567939288914,"Flagami","Suburban","Miami"
"2080",160,50.4777178928256,"Flagami","Suburban","Miami"
"2081",161,62.7586250295863,"Flagami","Suburban","Miami"
"2082",162,50.7607035359368,"Flagami","Suburban","Miami"
"2083",163,52.4021400276572,"Flagami","Suburban","Miami"
"2084",164,48.2070979177952,"Flagami","Suburban","Miami"
"2085",165,64.7112530494109,"Flagami","Suburban","Miami"
"2086",166,52.8329274341464,"Flagami","Suburban","Miami"
"2087",167,50.9837603099644,"Flagami","Suburban","Miami"
"2088",168,63.420377554372,"Flagami","Suburban","Miami"
"2089",169,52.2431169979274,"Flagami","Suburban","Miami"
"2090",170,47.2404277350754,"Flagami","Suburban","Miami"
"2091",171,49.8536679720506,"Flagami","Suburban","Miami"
"2092",172,52.2593733897433,"Flagami","Suburban","Miami"
"2093",173,52.6489821178839,"Flagami","Suburban","Miami"
"2094",174,45.7543398447335,"Flagami","Suburban","Miami"
"2095",175,52.3721439026296,"Flagami","Suburban","Miami"
"2096",176,45.1568789079785,"Flagami","Suburban","Miami"
"2097",177,51.321281212382,"Flagami","Suburban","Miami"
"2098",178,66.5630431972444,"Flagami","Suburban","Miami"
"2099",179,47.0831187302247,"Flagami","Suburban","Miami"
"2100",180,46.6225935950875,"Flagami","Suburban","Miami"
"2101",181,48.7777300622314,"Flagami","Suburban","Miami"
"2102",182,45.2080494463444,"Flagami","Suburban","Miami"
"2103",183,49.9570045260713,"Flagami","Suburban","Miami"
"2104",184,52.1974381949753,"Flagami","Suburban","Miami"
"2105",185,50.5660135338083,"Flagami","Suburban","Miami"
"2106",186,49.082536996901,"Flagami","Suburban","Miami"
"2107",187,53.0693652963266,"Flagami","Suburban","Miami"
"2108",188,48.6141332486644,"Flagami","Suburban","Miami"
"2109",189,54.3503517234698,"Flagami","Suburban","Miami"
"2110",190,46.433832545951,"Flagami","Suburban","Miami"
"2111",191,51.700417115353,"Flagami","Suburban","Miami"
"2112",192,49.3193052595481,"Flagami","Suburban","Miami"
"2113",193,45.4250430850312,"Flagami","Suburban","Miami"
"2114",194,52.0985129037872,"Flagami","Suburban","Miami"
"2115",195,47.3109322730452,"Flagami","Suburban","Miami"
"2116",196,51.380885942094,"Flagami","Suburban","Miami"
"2117",197,51.025924263522,"Flagami","Suburban","Miami"
"2118",198,45.5418627411127,"Flagami","Suburban","Miami"
"2119",199,45.5574316453189,"Flagami","Suburban","Miami"
"2120",200,53.0247154759243,"Flagami","Suburban","Miami"
"2121",201,52.2176912084222,"Flagami","Suburban","Miami"
"2122",202,52.1063263306394,"Flagami","Suburban","Miami"
"2123",203,50.3251280700788,"Flagami","Suburban","Miami"
"2124",204,51.0777755558491,"Flagami","Suburban","Miami"
"2125",205,50.387409591116,"Flagami","Suburban","Miami"
"2126",206,51.3228105885908,"Flagami","Suburban","Miami"
"2127",207,52.7697831025347,"Flagami","Suburban","Miami"
"2128",208,52.7883450048044,"Flagami","Suburban","Miami"
"2129",209,53.5306694427505,"Flagami","Suburban","Miami"
"2130",210,51.9215860772878,"Flagami","Suburban","Miami"
"2131",211,50.9131953060627,"Flagami","Suburban","Miami"
"2132",212,51.9197615260258,"Flagami","Suburban","Miami"
"2133",213,57.4148091228679,"Flagami","Suburban","Miami"
"2134",214,53.3262757599354,"Flagami","Suburban","Miami"
"2135",215,51.0384264580905,"Flagami","Suburban","Miami"
"2136",216,48.4041106516495,"Flagami","Suburban","Miami"
"2137",217,52.2420201627538,"Flagami","Suburban","Miami"
"2138",218,53.4546634502709,"Flagami","Suburban","Miami"
"2139",219,53.4667256087065,"Flagami","Suburban","Miami"
"2140",220,54.081106278114,"Flagami","Suburban","Miami"
"2141",221,45.7085207499564,"Flagami","Suburban","Miami"
"2142",222,51.321498712711,"Flagami","Suburban","Miami"
"2143",223,49.4314484747127,"Flagami","Suburban","Miami"
"2144",224,54.8244598323479,"Flagami","Suburban","Miami"
"2145",225,49.6617695780471,"Flagami","Suburban","Miami"
"2146",226,47.480821208097,"Flagami","Suburban","Miami"
"2147",227,48.4596457831562,"Flagami","Suburban","Miami"
"2148",228,52.4468265855685,"Flagami","Suburban","Miami"
"2149",229,46.4451013568789,"Flagami","Suburban","Miami"
"2150",230,45.9214300332591,"Flagami","Suburban","Miami"
"2151",231,49.7697106992826,"Flagami","Suburban","Miami"
"2152",232,47.7215935194865,"Flagami","Suburban","Miami"
"2153",233,53.7740611871704,"Flagami","Suburban","Miami"
"2154",234,53.1174657708034,"Flagami","Suburban","Miami"
"2155",235,50.5752652402967,"Flagami","Suburban","Miami"
"2156",236,51.5467385830358,"Flagami","Suburban","Miami"
"2157",237,53.2775533603504,"Flagami","Suburban","Miami"
"2158",238,50.8031503865495,"Flagami","Suburban","Miami"
"2159",239,49.2802768114954,"Flagami","Suburban","Miami"
"2160",240,52.0351017564535,"Flagami","Suburban","Miami"
"2161",241,46.6313638085499,"Flagami","Suburban","Miami"
"2162",242,52.2524340936914,"Flagami","Suburban","Miami"
"2163",243,45.277537542209,"Flagami","Suburban","Miami"
"2164",244,44.3538570899516,"Flagami","Suburban","Miami"
"2165",245,50.5284571655095,"Flagami","Suburban","Miami"
"2166",246,48.400180247426,"Flagami","Suburban","Miami"
"2167",247,45.3083228973672,"Flagami","Suburban","Miami"
"2168",248,54.3708603445441,"Flagami","Suburban","Miami"
"2169",249,52.7341500341892,"Flagami","Suburban","Miami"
"2170",250,48.9966832544655,"Flagami","Suburban","Miami"
"2171",251,47.4423822134733,"Flagami","Suburban","Miami"
"2172",252,51.1461701501161,"Flagami","Suburban","Miami"
"2173",253,45.7606071369722,"Flagami","Suburban","Miami"
"2174",254,50.4285453150049,"Flagami","Suburban","Miami"
"2175",255,46.3926902595907,"Flagami","Suburban","Miami"
"2176",256,51.7191944273189,"Flagami","Suburban","Miami"
"2177",257,63.4985163114965,"Flagami","Suburban","Miami"
"2178",258,49.2502579109743,"Flagami","Suburban","Miami"
"2179",259,47.949302222766,"Flagami","Suburban","Miami"
"2180",260,49.3390208357945,"Flagami","Suburban","Miami"
"2181",261,48.0054424649104,"Flagami","Suburban","Miami"
"2182",262,44.0741961194202,"Flagami","Suburban","Miami"
"2183",263,52.8360300675035,"Flagami","Suburban","Miami"
"2184",264,50.7041486741975,"Flagami","Suburban","Miami"
"2185",265,52.1525611512363,"Flagami","Suburban","Miami"
"2186",266,50.8647986164317,"Flagami","Suburban","Miami"
"2187",267,55.2978778341785,"Flagami","Suburban","Miami"
"2188",268,54.7422215467319,"Flagami","Suburban","Miami"
"2189",269,54.0224655486643,"Flagami","Suburban","Miami"
"2190",270,50.1566047258675,"Flagami","Suburban","Miami"
"2191",271,49.8073826724663,"Flagami","Suburban","Miami"
"2192",272,49.6270192552358,"Flagami","Suburban","Miami"
"2193",273,52.1603689068928,"Flagami","Suburban","Miami"
"2194",274,51.196786509268,"Flagami","Suburban","Miami"
"2195",275,48.9144424643368,"Flagami","Suburban","Miami"
"2196",276,50.848789165169,"Flagami","Suburban","Miami"
"2197",277,51.8343918867409,"Flagami","Suburban","Miami"
"2198",278,51.9334065895528,"Flagami","Suburban","Miami"
"2199",279,52.9600481633097,"Flagami","Suburban","Miami"
"2200",280,52.3816207434982,"Flagami","Suburban","Miami"
"2201",281,52.5755183143541,"Flagami","Suburban","Miami"
"2202",282,48.5865154027939,"Flagami","Suburban","Miami"
"2203",283,52.019556324929,"Flagami","Suburban","Miami"
"2204",284,46.3475572602823,"Flagami","Suburban","Miami"
"2205",285,50.6486906362697,"Flagami","Suburban","Miami"
"2206",286,52.6037791185081,"Flagami","Suburban","Miami"
"2207",287,51.7665979133919,"Flagami","Suburban","Miami"
"2208",288,49.7835698505864,"Flagami","Suburban","Miami"
"2209",289,44.3598695261404,"Flagami","Suburban","Miami"
"2210",290,50.3446354988962,"Flagami","Suburban","Miami"
"2211",291,48.5347233057022,"Flagami","Suburban","Miami"
"2212",292,51.7654496306553,"Flagami","Suburban","Miami"
"2213",293,46.0589730206877,"Flagami","Suburban","Miami"
"2214",294,46.7295910807326,"Flagami","Suburban","Miami"
"2215",295,49.8805570840836,"Flagami","Suburban","Miami"
"2216",296,52.8757402345538,"Flagami","Suburban","Miami"
"2217",297,50.4868232864887,"Flagami","Suburban","Miami"
"2218",298,50.812394952774,"Flagami","Suburban","Miami"
"2219",299,49.7824599059299,"Flagami","Suburban","Miami"
"2220",300,64.7779195779935,"Flagami","Suburban","Miami"
"2221",301,60.6795464484021,"Flagami","Suburban","Miami"
"2222",302,59.0115450685844,"Flagami","Suburban","Miami"
"2223",303,63.6124294972979,"Flagami","Suburban","Miami"
"2224",304,64.9575001229532,"Flagami","Suburban","Miami"
"2225",305,64.3340974687599,"Flagami","Suburban","Miami"
"2226",306,64.6936064767651,"Flagami","Suburban","Miami"
"2227",307,59.2602341310121,"Flagami","Suburban","Miami"
"2228",308,62.5318639203906,"Flagami","Suburban","Miami"
"2229",309,61.0512896641158,"Flagami","Suburban","Miami"
"2230",310,62.7565589454025,"Flagami","Suburban","Miami"
"2231",311,59.6515965461731,"Flagami","Suburban","Miami"
"2232",312,62.7311446112581,"Flagami","Suburban","Miami"
"2233",313,63.0061982516199,"Flagami","Suburban","Miami"
"2234",314,61.2585043641739,"Flagami","Suburban","Miami"
"2235",315,59.0840368284844,"Flagami","Suburban","Miami"
"2236",316,61.8421958494,"Flagami","Suburban","Miami"
"2237",317,64.1296811928041,"Flagami","Suburban","Miami"
"2238",318,59.1014242204838,"Flagami","Suburban","Miami"
"2239",319,62.5232498440892,"Flagami","Suburban","Miami"
"2240",320,63.0898584784009,"Flagami","Suburban","Miami"
"2241",1,66.9032604972666,"Grapeland","Suburban","Miami"
"2242",2,63.2954333141871,"Grapeland","Suburban","Miami"
"2243",3,64.575352572652,"Grapeland","Suburban","Miami"
"2244",4,62.6085528895916,"Grapeland","Suburban","Miami"
"2245",5,60.252995283701,"Grapeland","Suburban","Miami"
"2246",6,62.1700532068391,"Grapeland","Suburban","Miami"
"2247",7,69.7692877855613,"Grapeland","Suburban","Miami"
"2248",8,64.2780341465505,"Grapeland","Suburban","Miami"
"2249",9,63.5064253151134,"Grapeland","Suburban","Miami"
"2250",10,66.6642971566793,"Grapeland","Suburban","Miami"
"2251",11,65.2812115862447,"Grapeland","Suburban","Miami"
"2252",12,65.2252791365612,"Grapeland","Suburban","Miami"
"2253",13,68.6712319264655,"Grapeland","Suburban","Miami"
"2254",14,66.5580334661935,"Grapeland","Suburban","Miami"
"2255",15,61.7069239735414,"Grapeland","Suburban","Miami"
"2256",16,68.6307586264237,"Grapeland","Suburban","Miami"
"2257",17,72.9577031972156,"Grapeland","Suburban","Miami"
"2258",18,63.6481066912212,"Grapeland","Suburban","Miami"
"2259",19,61.0885667677411,"Grapeland","Suburban","Miami"
"2260",20,67.3040613680517,"Grapeland","Suburban","Miami"
"2261",21,65.6145105785921,"Grapeland","Suburban","Miami"
"2262",22,69.0152186122707,"Grapeland","Suburban","Miami"
"2263",23,59.1045470782517,"Grapeland","Suburban","Miami"
"2264",24,64.2657230798066,"Grapeland","Suburban","Miami"
"2265",25,64.189970832658,"Grapeland","Suburban","Miami"
"2266",26,65.5515900813861,"Grapeland","Suburban","Miami"
"2267",27,70.1174532838286,"Grapeland","Suburban","Miami"
"2268",28,68.3839561775704,"Grapeland","Suburban","Miami"
"2269",29,65.2634360639365,"Grapeland","Suburban","Miami"
"2270",30,59.6907159945613,"Grapeland","Suburban","Miami"
"2271",31,69.0365533213321,"Grapeland","Suburban","Miami"
"2272",32,68.4557570145774,"Grapeland","Suburban","Miami"
"2273",33,70.1994336601531,"Grapeland","Suburban","Miami"
"2274",34,69.6186915866654,"Grapeland","Suburban","Miami"
"2275",35,65.7643725411534,"Grapeland","Suburban","Miami"
"2276",36,67.3311221059928,"Grapeland","Suburban","Miami"
"2277",37,62.5297433746296,"Grapeland","Suburban","Miami"
"2278",38,64.2141106391053,"Grapeland","Suburban","Miami"
"2279",39,66.78046915756,"Grapeland","Suburban","Miami"
"2280",40,64.8244073335626,"Grapeland","Suburban","Miami"
"2281",41,64.735309216206,"Grapeland","Suburban","Miami"
"2282",42,68.5310276318258,"Grapeland","Suburban","Miami"
"2283",43,59.6879581790337,"Grapeland","Suburban","Miami"
"2284",44,72.220277322816,"Grapeland","Suburban","Miami"
"2285",45,66.6954952887227,"Grapeland","Suburban","Miami"
"2286",46,64.9846687123167,"Grapeland","Suburban","Miami"
"2287",47,64.7752478341225,"Grapeland","Suburban","Miami"
"2288",48,58.9331950950623,"Grapeland","Suburban","Miami"
"2289",49,69.0337848207794,"Grapeland","Suburban","Miami"
"2290",50,65.2194694729508,"Grapeland","Suburban","Miami"
"2291",51,66.550986889908,"Grapeland","Suburban","Miami"
"2292",52,66.1558159004927,"Grapeland","Suburban","Miami"
"2293",53,65.0728080952094,"Grapeland","Suburban","Miami"
"2294",54,66.400659893109,"Grapeland","Suburban","Miami"
"2295",55,64.7975322524709,"Grapeland","Suburban","Miami"
"2296",56,63.92924020439,"Grapeland","Suburban","Miami"
"2297",57,62.9746851196078,"Grapeland","Suburban","Miami"
"2298",58,64.5497246337219,"Grapeland","Suburban","Miami"
"2299",59,65.8217000233181,"Grapeland","Suburban","Miami"
"2300",60,62.1423235139167,"Grapeland","Suburban","Miami"
"2301",61,64.3952115158349,"Grapeland","Suburban","Miami"
"2302",62,69.2065939737644,"Grapeland","Suburban","Miami"
"2303",63,68.0468305890711,"Grapeland","Suburban","Miami"
"2304",64,63.8646011456974,"Grapeland","Suburban","Miami"
"2305",65,60.2839591263591,"Grapeland","Suburban","Miami"
"2306",66,65.9211090896846,"Grapeland","Suburban","Miami"
"2307",67,59.8026575179619,"Grapeland","Suburban","Miami"
"2308",68,63.0613803376638,"Grapeland","Suburban","Miami"
"2309",69,65.3666499731091,"Grapeland","Suburban","Miami"
"2310",70,63.6648933648849,"Grapeland","Suburban","Miami"
"2311",71,66.7510179122914,"Grapeland","Suburban","Miami"
"2312",72,65.3297820768434,"Grapeland","Suburban","Miami"
"2313",73,67.1185047030215,"Grapeland","Suburban","Miami"
"2314",74,62.7673882860946,"Grapeland","Suburban","Miami"
"2315",75,62.818784561817,"Grapeland","Suburban","Miami"
"2316",76,69.0219984668935,"Grapeland","Suburban","Miami"
"2317",77,66.258304997169,"Grapeland","Suburban","Miami"
"2318",78,65.3472678722964,"Grapeland","Suburban","Miami"
"2319",79,64.849666879774,"Grapeland","Suburban","Miami"
"2320",80,69.5988390379442,"Grapeland","Suburban","Miami"
"2321",81,65.1239606486716,"Grapeland","Suburban","Miami"
"2322",82,61.2170915031792,"Grapeland","Suburban","Miami"
"2323",83,60.1707722255195,"Grapeland","Suburban","Miami"
"2324",84,64.7447551679488,"Grapeland","Suburban","Miami"
"2325",85,66.2463236078293,"Grapeland","Suburban","Miami"
"2326",86,65.0372004277989,"Grapeland","Suburban","Miami"
"2327",87,66.8470773829391,"Grapeland","Suburban","Miami"
"2328",88,61.1556680605767,"Grapeland","Suburban","Miami"
"2329",89,64.5122508802829,"Grapeland","Suburban","Miami"
"2330",90,62.9964897322284,"Grapeland","Suburban","Miami"
"2331",91,66.0726452319435,"Grapeland","Suburban","Miami"
"2332",92,67.5660837770899,"Grapeland","Suburban","Miami"
"2333",93,69.5553231614608,"Grapeland","Suburban","Miami"
"2334",94,61.4404858977004,"Grapeland","Suburban","Miami"
"2335",95,61.2193668906802,"Grapeland","Suburban","Miami"
"2336",96,66.9393608852927,"Grapeland","Suburban","Miami"
"2337",97,64.1795179020251,"Grapeland","Suburban","Miami"
"2338",98,70.3158202589038,"Grapeland","Suburban","Miami"
"2339",99,67.8234027289639,"Grapeland","Suburban","Miami"
"2340",100,65.8572562498076,"Grapeland","Suburban","Miami"
"2341",101,64.0846394427468,"Grapeland","Suburban","Miami"
"2342",102,59.1181907680008,"Grapeland","Suburban","Miami"
"2343",103,64.4953900424656,"Grapeland","Suburban","Miami"
"2344",104,60.6641021270813,"Grapeland","Suburban","Miami"
"2345",105,62.9928070699791,"Grapeland","Suburban","Miami"
"2346",106,66.2499438296795,"Grapeland","Suburban","Miami"
"2347",107,67.4270942237673,"Grapeland","Suburban","Miami"
"2348",108,71.0526269066687,"Grapeland","Suburban","Miami"
"2349",109,62.1347455519653,"Grapeland","Suburban","Miami"
"2350",110,66.6480055186275,"Grapeland","Suburban","Miami"
"2351",111,67.3444081164913,"Grapeland","Suburban","Miami"
"2352",112,67.5462970434486,"Grapeland","Suburban","Miami"
"2353",113,65.8431377717947,"Grapeland","Suburban","Miami"
"2354",114,60.8887912918223,"Grapeland","Suburban","Miami"
"2355",115,66.8302873702386,"Grapeland","Suburban","Miami"
"2356",116,64.5527503034463,"Grapeland","Suburban","Miami"
"2357",117,61.9915357186816,"Grapeland","Suburban","Miami"
"2358",118,66.3702859096617,"Grapeland","Suburban","Miami"
"2359",119,59.6878989857409,"Grapeland","Suburban","Miami"
"2360",120,64.1588857237385,"Grapeland","Suburban","Miami"
"2361",121,63.8853475081693,"Grapeland","Suburban","Miami"
"2362",122,66.1854574810042,"Grapeland","Suburban","Miami"
"2363",123,62.7431161286638,"Grapeland","Suburban","Miami"
"2364",124,67.0397811120937,"Grapeland","Suburban","Miami"
"2365",125,66.6285990954872,"Grapeland","Suburban","Miami"
"2366",126,60.6821505383905,"Grapeland","Suburban","Miami"
"2367",127,68.3485869574898,"Grapeland","Suburban","Miami"
"2368",128,64.3617788481447,"Grapeland","Suburban","Miami"
"2369",129,60.6159878320638,"Grapeland","Suburban","Miami"
"2370",130,69.3028696440794,"Grapeland","Suburban","Miami"
"2371",131,62.3325728851338,"Grapeland","Suburban","Miami"
"2372",132,65.7125605682268,"Grapeland","Suburban","Miami"
"2373",133,62.3045793930689,"Grapeland","Suburban","Miami"
"2374",134,63.7613028232958,"Grapeland","Suburban","Miami"
"2375",135,63.6017406200096,"Grapeland","Suburban","Miami"
"2376",136,67.2863396460981,"Grapeland","Suburban","Miami"
"2377",137,66.8875294071335,"Grapeland","Suburban","Miami"
"2378",138,61.4558353726731,"Grapeland","Suburban","Miami"
"2379",139,63.3878805212917,"Grapeland","Suburban","Miami"
"2380",140,67.3520535626807,"Grapeland","Suburban","Miami"
"2381",141,68.7929027012596,"Grapeland","Suburban","Miami"
"2382",142,65.5420979703094,"Grapeland","Suburban","Miami"
"2383",143,64.4920781252514,"Grapeland","Suburban","Miami"
"2384",144,66.6215384060916,"Grapeland","Suburban","Miami"
"2385",145,68.2412878900318,"Grapeland","Suburban","Miami"
"2386",146,64.0633951172726,"Grapeland","Suburban","Miami"
"2387",147,65.293435542325,"Grapeland","Suburban","Miami"
"2388",148,62.4344050768729,"Grapeland","Suburban","Miami"
"2389",149,62.2334937757126,"Grapeland","Suburban","Miami"
"2390",150,65.8286809950504,"Grapeland","Suburban","Miami"
"2391",151,68.3554079205317,"Grapeland","Suburban","Miami"
"2392",152,62.6307432819431,"Grapeland","Suburban","Miami"
"2393",153,62.4694998761424,"Grapeland","Suburban","Miami"
"2394",154,66.1732153334491,"Grapeland","Suburban","Miami"
"2395",155,66.0804826259656,"Grapeland","Suburban","Miami"
"2396",156,59.0863426403922,"Grapeland","Suburban","Miami"
"2397",157,65.0564160761163,"Grapeland","Suburban","Miami"
"2398",158,69.2216994428263,"Grapeland","Suburban","Miami"
"2399",159,61.3071789317076,"Grapeland","Suburban","Miami"
"2400",160,69.8059878104819,"Grapeland","Suburban","Miami"
"2401",161,62.4434224444939,"Grapeland","Suburban","Miami"
"2402",162,68.1966811825144,"Grapeland","Suburban","Miami"
"2403",163,62.0460776548826,"Grapeland","Suburban","Miami"
"2404",164,64.6276373937377,"Grapeland","Suburban","Miami"
"2405",165,57.5273515729676,"Grapeland","Suburban","Miami"
"2406",166,66.0192496374559,"Grapeland","Suburban","Miami"
"2407",167,65.871843849708,"Grapeland","Suburban","Miami"
"2408",168,71.2554384259912,"Grapeland","Suburban","Miami"
"2409",169,65.7057331022757,"Grapeland","Suburban","Miami"
"2410",170,69.8965392365255,"Grapeland","Suburban","Miami"
"2411",171,66.8110248497953,"Grapeland","Suburban","Miami"
"2412",172,60.0775841820411,"Grapeland","Suburban","Miami"
"2413",173,62.0957777096421,"Grapeland","Suburban","Miami"
"2414",174,67.6282632987051,"Grapeland","Suburban","Miami"
"2415",175,66.2942880577562,"Grapeland","Suburban","Miami"
"2416",176,64.4811283408131,"Grapeland","Suburban","Miami"
"2417",177,62.0385727360614,"Grapeland","Suburban","Miami"
"2418",178,67.9422418190208,"Grapeland","Suburban","Miami"
"2419",179,60.0434056165404,"Grapeland","Suburban","Miami"
"2420",180,65.4989726104505,"Grapeland","Suburban","Miami"
"2421",181,61.8000176550174,"Grapeland","Suburban","Miami"
"2422",182,64.0942472347991,"Grapeland","Suburban","Miami"
"2423",183,66.4426990550845,"Grapeland","Suburban","Miami"
"2424",184,66.1909086705862,"Grapeland","Suburban","Miami"
"2425",185,66.1401991324121,"Grapeland","Suburban","Miami"
"2426",186,63.89271342996,"Grapeland","Suburban","Miami"
"2427",187,66.50761181574,"Grapeland","Suburban","Miami"
"2428",188,65.6199073050028,"Grapeland","Suburban","Miami"
"2429",189,62.9050764765278,"Grapeland","Suburban","Miami"
"2430",190,62.4605200574488,"Grapeland","Suburban","Miami"
"2431",191,63.633707852222,"Grapeland","Suburban","Miami"
"2432",192,63.785612961099,"Grapeland","Suburban","Miami"
"2433",193,65.1009166704712,"Grapeland","Suburban","Miami"
"2434",194,66.9094896662778,"Grapeland","Suburban","Miami"
"2435",195,67.2838780396872,"Grapeland","Suburban","Miami"
"2436",196,68.3916982352571,"Grapeland","Suburban","Miami"
"2437",197,68.5417021163988,"Grapeland","Suburban","Miami"
"2438",198,65.2660041404398,"Grapeland","Suburban","Miami"
"2439",199,69.119778530371,"Grapeland","Suburban","Miami"
"2440",200,65.1600629077919,"Grapeland","Suburban","Miami"
"2441",201,71.6482970928773,"Grapeland","Suburban","Miami"
"2442",202,55.6818810403347,"Grapeland","Suburban","Miami"
"2443",203,56.1103808479384,"Grapeland","Suburban","Miami"
"2444",204,66.0504274880514,"Grapeland","Suburban","Miami"
"2445",205,64.2171161454171,"Grapeland","Suburban","Miami"
"2446",206,61.6404515895993,"Grapeland","Suburban","Miami"
"2447",207,60.7982041146606,"Grapeland","Suburban","Miami"
"2448",208,62.6962491516024,"Grapeland","Suburban","Miami"
"2449",209,55.7242393186316,"Grapeland","Suburban","Miami"
"2450",210,61.7982395896688,"Grapeland","Suburban","Miami"
"2451",211,60.5527447881177,"Grapeland","Suburban","Miami"
"2452",212,60.566873030737,"Grapeland","Suburban","Miami"
